row_id	ind	tyv	ru	split
21031	21047	тулааларны кадырары	осушение болот	train
17928	17943	ачы-дуза көргүзер	сослужить службу	train
2247	2261	ынаныр	доверить	train
26084	26100	кээргенчиг байдал	плачевное положение	train
3371	3385	Аар-саарлаар ажылдакчы	Разнорабочий	train
28381	28397	иви мыйыстары	оленьи рога	train
41651	41669	үзе тыртар календарь	отрывной календарь	train
33901	33918	бешки класстың өөреникчизи	ученик пятого класса	train
40069	40087	далдааш	качели	train
15984	15999	чигир свёклазы	сахарная свёкла	train
42733	42752	далайга манёвр	морской манёвр	train
42343	42362	кымыл?	кто там?	train
31448	31464	балык казырыы	рыбья чешуя	train
15158	15173	түңнел сөс	заключительное слово	train
48749	48770	турар	стать	train
10300	10315	бүрүн	без исключения	train
39147	39165	бут кырынга	на ногах	train
9001	9016	тодаргайлаарга	точнее	train
41081	41099	сес чүс он чеди	восемьсот семнадцать	train
10202	10217	аарыг тарадыр хензиг амытан	бацилла	train
9186	9201	кошкан үш аът	тройка лошадей	train
10858	10873	бодамчалыг кижи	благоразумный человек	train
